"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"IN023351400","LUCKNOW AMAUSI, IN","2013-08-04","89","98","78"
"IN023351400","LUCKNOW AMAUSI, IN","2013-08-05","84","98","78"
"IN023351400","LUCKNOW AMAUSI, IN","2013-08-06","84","93","74"
"IN023351400","LUCKNOW AMAUSI, IN","2013-08-07","83","91","75"
"IN023351400","LUCKNOW AMAUSI, IN","2013-08-08","83","92","76"
"IN023351400","LUCKNOW AMAUSI, IN","2013-08-09","81","92","74"
"IN023351400","LUCKNOW AMAUSI, IN","2013-08-10","82","88","75"
"IN023351400","LUCKNOW AMAUSI, IN","2013-08-11","82","88","74"
"IN023351400","LUCKNOW AMAUSI, IN","2013-08-12","85",,"76"
"IN023351400","LUCKNOW AMAUSI, IN","2013-08-13","82","93","74"
"IN023351400","LUCKNOW AMAUSI, IN","2013-08-14","85","93","74"
"IN023351400","LUCKNOW AMAUSI, IN","2013-08-15","84","92","74"
"IN023351400","LUCKNOW AMAUSI, IN","2013-08-16","81","93","76"
"IN023351400","LUCKNOW AMAUSI, IN","2013-08-17","82","93","73"
"IN023351400","LUCKNOW AMAUSI, IN","2013-08-18","83","92","71"
"IN023351400","LUCKNOW AMAUSI, IN","2013-08-19","85","92","76"
"IN023351400","LUCKNOW AMAUSI, IN","2013-08-20","87","94",
"IN023351400","LUCKNOW AMAUSI, IN","2013-08-21","85","94","77"
"IN023351400","LUCKNOW AMAUSI, IN","2013-08-22","83","92","74"
"IN023351400","LUCKNOW AMAUSI, IN","2013-08-23","87","93","75"
"IN023351400","LUCKNOW AMAUSI, IN","2013-08-24","87","95","77"
"IN023351400","LUCKNOW AMAUSI, IN","2013-08-25","87","96","76"
"IN023351400","LUCKNOW AMAUSI, IN","2013-08-26","85","96","77"
"IN023351400","LUCKNOW AMAUSI, IN","2013-08-27","80","96","72"
"IN023351400","LUCKNOW AMAUSI, IN","2013-08-28","82","88","73"
"IN023351400","LUCKNOW AMAUSI, IN","2013-08-29","80","88","75"
"IN023351400","LUCKNOW AMAUSI, IN","2013-08-30","83","92","73"
"IN023351400","LUCKNOW AMAUSI, IN","2013-08-31","80","92","73"
"IN023351400","LUCKNOW AMAUSI, IN","2013-09-01","86","93","75"
"IN023351400","LUCKNOW AMAUSI, IN","2013-09-02","86","94","77"
"IN023351400","LUCKNOW AMAUSI, IN","2013-09-03","87","95","76"
"IN023351400","LUCKNOW AMAUSI, IN","2013-09-04","86","95","76"
"IN023351400","LUCKNOW AMAUSI, IN","2013-09-05","86","95","74"
"IN023351400","LUCKNOW AMAUSI, IN","2013-09-06","86","95","74"
"IN023351400","LUCKNOW AMAUSI, IN","2013-09-07","84","95","75"
"IN023351400","LUCKNOW AMAUSI, IN","2013-09-08","83","95","73"
"IN023351400","LUCKNOW AMAUSI, IN","2013-09-09","85","95","72"
"IN023351400","LUCKNOW AMAUSI, IN","2013-09-10","83","93","74"
"IN023351400","LUCKNOW AMAUSI, IN","2013-09-11","84","93","72"
"IN023351400","LUCKNOW AMAUSI, IN","2013-09-12","84","94","73"
"IN023351400","LUCKNOW AMAUSI, IN","2013-09-13","86","96","74"
"IN023351400","LUCKNOW AMAUSI, IN","2013-09-14","84","96","77"
"IN023351400","LUCKNOW AMAUSI, IN","2013-09-15","83","95","74"
"IN023351400","LUCKNOW AMAUSI, IN","2013-09-16","84","94","73"
"IN023351400","LUCKNOW AMAUSI, IN","2013-09-17","85","95","73"
"IN023351400","LUCKNOW AMAUSI, IN","2013-09-18","86","96","73"
"IN023351400","LUCKNOW AMAUSI, IN","2013-09-19","83","97","75"
"IN023351400","LUCKNOW AMAUSI, IN","2013-09-20","85","97","72"
"IN023351400","LUCKNOW AMAUSI, IN","2013-09-21","85","93","76"
"IN023351400","LUCKNOW AMAUSI, IN","2013-09-22","86","95","75"
"IN023351400","LUCKNOW AMAUSI, IN","2013-09-23","87",,"76"
"IN023351400","LUCKNOW AMAUSI, IN","2013-09-24","85","96",
"IN023351400","LUCKNOW AMAUSI, IN","2013-09-25","81","94","75"
"IN023351400","LUCKNOW AMAUSI, IN","2013-09-26","83","94","72"
"IN023351400","LUCKNOW AMAUSI, IN","2013-09-27","84","94","74"
"IN023351400","LUCKNOW AMAUSI, IN","2013-09-28","86","96","74"
"IN023351400","LUCKNOW AMAUSI, IN","2013-09-29","82","96","75"
"IN023351400","LUCKNOW AMAUSI, IN","2013-09-30","82","93","73"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-01","83","91","71"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-02","82","91","74"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-03","76","91","70"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-04","78","80","70"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-05","78","84","71"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-06","79","85","71"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-07","81","89","73"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-08","82",,"72"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-09","83","92","71"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-10","81","92","71"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-11","78","92","70"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-12","82","90","70"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-13","80","90","71"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-14","80","89","70"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-15","75","87","67"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-16","76","85","65"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-17","79","87","66"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-18","80","90","68"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-19","78","90","70"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-20","79","90","65"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-21","77","90","62"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-22","77","90","62"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-23","78","90","65"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-24","78","89","65"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-25","78","89","64"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-26","77","89","67"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-27","77","89","64"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-28","75","88","62"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-29","74","89","61"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-30","72","89","58"
"IN023351400","LUCKNOW AMAUSI, IN","2013-10-31","77","91","58"
"IN023351400","LUCKNOW AMAUSI, IN","2013-11-01","76","91","61"
"IN023351400","LUCKNOW AMAUSI, IN","2013-11-02","77","90","64"
"IN023351400","LUCKNOW AMAUSI, IN","2013-11-03","69","90",
"IN023351400","LUCKNOW AMAUSI, IN","2013-11-04","68","83","50"
"IN023351400","LUCKNOW AMAUSI, IN","2013-11-05","68","85","51"
"IN023351400","LUCKNOW AMAUSI, IN","2013-11-06","70","85","53"
"IN023351400","LUCKNOW AMAUSI, IN","2013-11-07","70","84","53"
"IN023351400","LUCKNOW AMAUSI, IN","2013-11-08","68","83","50"
"IN023351400","LUCKNOW AMAUSI, IN","2013-11-09","70","82","54"
"IN023351400","LUCKNOW AMAUSI, IN","2013-11-10","69","82","53"
"IN023351400","LUCKNOW AMAUSI, IN","2013-11-11","67","82","52"
"IN023351400","LUCKNOW AMAUSI, IN","2013-11-12","66","83","50"
"IN023351400","LUCKNOW AMAUSI, IN","2013-11-13","65","83","48"
"IN023351400","LUCKNOW AMAUSI, IN","2013-11-14","65","81","47"
"IN023351400","LUCKNOW AMAUSI, IN","2013-11-15","63","82","46"
"IN023351400","LUCKNOW AMAUSI, IN","2013-11-16","65","83","46"
"IN023351400","LUCKNOW AMAUSI, IN","2013-11-17","66","83","48"
"IN023351400","LUCKNOW AMAUSI, IN","2013-11-18","66",,"47"
"IN023351400","LUCKNOW AMAUSI, IN","2013-11-19","65",,"45"
"IN023351400","LUCKNOW AMAUSI, IN","2013-11-20","63","82","47"
"IN023351400","LUCKNOW AMAUSI, IN","2013-11-21","63","81","44"
"IN023351400","LUCKNOW AMAUSI, IN","2013-11-22","65","81","45"
"IN023351400","LUCKNOW AMAUSI, IN","2013-11-23","63","81","46"
"IN023351400","LUCKNOW AMAUSI, IN","2013-11-24","64","81","46"
"IN023351400","LUCKNOW AMAUSI, IN","2013-11-25","67",,"52"
"IN023351400","LUCKNOW AMAUSI, IN","2013-11-26","66","83","50"
"IN023351400","LUCKNOW AMAUSI, IN","2013-11-27","67","83","49"
"IN023351400","LUCKNOW AMAUSI, IN","2013-11-28","65","83","51"
"IN023351400","LUCKNOW AMAUSI, IN","2013-11-29","66","82","50"
"IN023351400","LUCKNOW AMAUSI, IN","2013-11-30","63","82","48"
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-01","62","81","45"
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-02","61",,"44"
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-03","63","80","44"
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-04","64","80","48"
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-05","63","80","44"
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-06","61","79","45"
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-07","63",,"42"
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-08","62","79","44"
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-09","61","79","44"
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-10","63","79","44"
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-11","63","79","47"
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-12","64","79","48"
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-13","61","79","48"
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-14","60","76","41"
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-15","58","76","41"
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-16","60","76","43"
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-17","57","75","42"
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-18","60","75","41"
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-19","61","75","47"
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-20","62","75","52"
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-21","63","73","51"
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-22","62","73",
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-23","60","72","47"
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-24","58","72",
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-25","58","73","44"
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-26","61","76","42"
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-27","60","76","41"
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-28","61","73","51"
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-29","58","73","41"
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-30","58","73","35"
"IN023351400","LUCKNOW AMAUSI, IN","2013-12-31","56","70","51"
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-01","62","74","49"
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-02","55","74","46"
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-03","53","68","40"
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-04","58","70","41"
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-05","60","72","44"
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-06","56","72",
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-07","49","65",
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-08","51","65","37"
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-09","51","65","43"
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-10","56","67","41"
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-11","58","67","50"
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-12","57","67","47"
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-13","52","67","42"
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-14","52","56","47"
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-15","53","60",
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-16","54","61","44"
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-17","56","61","46"
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-18","58","63","51"
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-19","60","71","47"
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-20","58","71","47"
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-21","61","71","45"
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-22","59","70",
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-23","62","73","51"
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-24","62",,"50"
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-25","58","73","49"
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-26","57","67","47"
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-27","57","71","47"
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-28","59","72","44"
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-29","55","72","49"
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-30","56","66","47"
"IN023351400","LUCKNOW AMAUSI, IN","2014-01-31","53","66","47"
"IN023351400","LUCKNOW AMAUSI, IN","2014-02-01","54","62","43"
"IN023351400","LUCKNOW AMAUSI, IN","2014-02-02","58","69","47"
"IN023351400","LUCKNOW AMAUSI, IN","2014-02-03","60","75","45"
"IN023351400","LUCKNOW AMAUSI, IN","2014-02-04","67","83","48"
"IN023351400","LUCKNOW AMAUSI, IN","2014-02-05","67","83","54"
"IN023351400","LUCKNOW AMAUSI, IN","2014-02-06","66","81","48"
"IN023351400","LUCKNOW AMAUSI, IN","2014-02-07","68",,"52"
"IN023351400","LUCKNOW AMAUSI, IN","2014-02-08","67","81","53"
"IN023351400","LUCKNOW AMAUSI, IN","2014-02-09","60","81","47"
"IN023351400","LUCKNOW AMAUSI, IN","2014-02-10","59","72","41"
"IN023351400","LUCKNOW AMAUSI, IN","2014-02-11","60",,"48"
"IN023351400","LUCKNOW AMAUSI, IN","2014-02-12","58","74","45"
"IN023351400","LUCKNOW AMAUSI, IN","2014-02-13","57","74","37"
"IN023351400","LUCKNOW AMAUSI, IN","2014-02-14","59","70","49"
"IN023351400","LUCKNOW AMAUSI, IN","2014-02-15","57","66","49"
"IN023351400","LUCKNOW AMAUSI, IN","2014-02-16","59","69",
"IN023351400","LUCKNOW AMAUSI, IN","2014-02-17","59","72","44"
"IN023351400","LUCKNOW AMAUSI, IN","2014-02-18","60","73","45"
"IN023351400","LUCKNOW AMAUSI, IN","2014-02-19","61","74","42"
"IN023351400","LUCKNOW AMAUSI, IN","2014-02-20","63","76","42"
"IN023351400","LUCKNOW AMAUSI, IN","2014-02-21","65","76","46"
"IN023351400","LUCKNOW AMAUSI, IN","2014-02-22","61","75","55"
"IN023351400","LUCKNOW AMAUSI, IN","2014-02-23","66","76","50"
"IN023351400","LUCKNOW AMAUSI, IN","2014-02-24","65","79","47"
"IN023351400","LUCKNOW AMAUSI, IN","2014-02-25","65","79","45"
"IN023351400","LUCKNOW AMAUSI, IN","2014-02-26","68",,"52"
"IN023351400","LUCKNOW AMAUSI, IN","2014-02-27","68","78","54"
"IN023351400","LUCKNOW AMAUSI, IN","2014-02-28","66","78","54"
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-01","65","76","54"
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-02","66","76","53"
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-03","63","78","49"
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-04","63","78","48"
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-05","66","81","47"
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-06","68","82","52"
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-07","67","82","54"
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-08","68","83","49"
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-09","70","85","52"
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-10","71","86","53"
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-11","71","86","55"
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-12","75",,"60"
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-13","71","88",
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-14","69","85","53"
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-15","70","87","49"
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-16","73",,"51"
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-17","76","92","55"
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-18","79","96","60"
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-19","74","96","60"
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-20","72","88","54"
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-21","73","90","51"
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-22","78",,"56"
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-23","79","92","60"
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-24","77","92","65"
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-25","77","92","59"
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-26","82","96","60"
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-27","82","98","62"
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-28","83",,"65"
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-29","85","99","66"
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-30","81","99",
"IN023351400","LUCKNOW AMAUSI, IN","2014-03-31","77","95","58"
"IN023351400","LUCKNOW AMAUSI, IN","2014-04-01","79",,"60"
"IN023351400","LUCKNOW AMAUSI, IN","2014-04-02","83",,"59"
"IN023351400","LUCKNOW AMAUSI, IN","2014-04-03","82","99",
"IN023351400","LUCKNOW AMAUSI, IN","2014-04-04","81",,"57"
"IN023351400","LUCKNOW AMAUSI, IN","2014-04-05","82",,"65"
"IN023351400","LUCKNOW AMAUSI, IN","2014-04-06","85",,"63"
"IN023351400","LUCKNOW AMAUSI, IN","2014-04-07","88",,"68"
"IN023351400","LUCKNOW AMAUSI, IN","2014-04-08","84","104",
"IN023351400","LUCKNOW AMAUSI, IN","2014-04-09","82","99","64"
"IN023351400","LUCKNOW AMAUSI, IN","2014-04-10","81",,
"IN023351400","LUCKNOW AMAUSI, IN","2014-04-11","83",,"57"
"IN023351400","LUCKNOW AMAUSI, IN","2014-04-12","85",,"58"
"IN023351400","LUCKNOW AMAUSI, IN","2014-04-13","86","102","66"
"IN023351400","LUCKNOW AMAUSI, IN","2014-04-14","84",,
"IN023351400","LUCKNOW AMAUSI, IN","2014-04-15","87",,"60"
"IN023351400","LUCKNOW AMAUSI, IN","2014-04-16","84","102","67"
"IN023351400","LUCKNOW AMAUSI, IN","2014-04-17","81",,"63"
"IN023351400","LUCKNOW AMAUSI, IN","2014-04-18","76","101","64"
"IN023351400","LUCKNOW AMAUSI, IN","2014-04-19","76","90","62"
"IN023351400","LUCKNOW AMAUSI, IN","2014-04-20","82","96","62"
"IN023351400","LUCKNOW AMAUSI, IN","2014-04-21","84",,"62"
"IN023351400","LUCKNOW AMAUSI, IN","2014-04-22","89",,"62"
"IN023351400","LUCKNOW AMAUSI, IN","2014-04-23","88","102","71"
"IN023351400","LUCKNOW AMAUSI, IN","2014-04-24","86",,
"IN023351400","LUCKNOW AMAUSI, IN","2014-04-25","90",,"69"
"IN023351400","LUCKNOW AMAUSI, IN","2014-04-26","94",,"73"
"IN023351400","LUCKNOW AMAUSI, IN","2014-04-27","89",,
"IN023351400","LUCKNOW AMAUSI, IN","2014-04-28","88",,"66"
"IN023351400","LUCKNOW AMAUSI, IN","2014-04-29","91","108","68"
"IN023351400","LUCKNOW AMAUSI, IN","2014-04-30","93",,"68"
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-01","94",,"70"
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-02","90","110","72"
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-03","91",,"74"
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-04","88",,"73"
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-05","82","103","71"
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-06","88",,"69"
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-07","92",,"72"
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-08","96",,"72"
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-09","94",,"75"
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-10","95",,"71"
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-11","96",,"76"
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-12","92","108","75"
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-13","91","103","71"
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-14","88",,"73"
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-15","89",,"70"
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-16","92",,"72"
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-17","93",,"72"
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-18","94",,"76"
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-19","94",,"75"
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-20","94","108","74"
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-21","95",,"77"
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-22","94",,"74"
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-23","98",,"70"
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-24","96","112","82"
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-25","87","106",
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-26","88",,"71"
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-27","87","98","73"
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-28","91",,"73"
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-29","98",,"76"
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-30","92","109",
"IN023351400","LUCKNOW AMAUSI, IN","2014-05-31","90","105","72"
"IN023351400","LUCKNOW AMAUSI, IN","2014-06-01","94",,"79"
"IN023351400","LUCKNOW AMAUSI, IN","2014-06-02","95",,"76"
"IN023351400","LUCKNOW AMAUSI, IN","2014-06-03","96",,
"IN023351400","LUCKNOW AMAUSI, IN","2014-06-04","96",,"72"
"IN023351400","LUCKNOW AMAUSI, IN","2014-06-05","99",,"75"
"IN023351400","LUCKNOW AMAUSI, IN","2014-06-06","100",,"77"
"IN023351400","LUCKNOW AMAUSI, IN","2014-06-07","100",,"79"
"IN023351400","LUCKNOW AMAUSI, IN","2014-06-08","100",,"85"
"IN023351400","LUCKNOW AMAUSI, IN","2014-06-09","96",,"81"
"IN023351400","LUCKNOW AMAUSI, IN","2014-06-10","99",,
"IN023351400","LUCKNOW AMAUSI, IN","2014-06-11","99",,"79"
"IN023351400","LUCKNOW AMAUSI, IN","2014-06-12","94","113",
"IN023351400","LUCKNOW AMAUSI, IN","2014-06-13","93","107","75"
"IN023351400","LUCKNOW AMAUSI, IN","2014-06-14","88","103","72"
"IN023351400","LUCKNOW AMAUSI, IN","2014-06-15","92",,"72"
"IN023351400","LUCKNOW AMAUSI, IN","2014-06-16","97",,"79"
"IN023351400","LUCKNOW AMAUSI, IN","2014-06-17","94","105","83"
"IN023351400","LUCKNOW AMAUSI, IN","2014-06-18","87","101","74"
"IN023351400","LUCKNOW AMAUSI, IN","2014-06-19","92",,"77"
"IN023351400","LUCKNOW AMAUSI, IN","2014-06-20","90","103","72"
"IN023351400","LUCKNOW AMAUSI, IN","2014-06-21","95",,"81"
"IN023351400","LUCKNOW AMAUSI, IN","2014-06-22","92",,"78"
"IN023351400","LUCKNOW AMAUSI, IN","2014-06-23","91",,"76"
"IN023351400","LUCKNOW AMAUSI, IN","2014-06-24","95",,"78"
"IN023351400","LUCKNOW AMAUSI, IN","2014-06-25","95",,"77"
"IN023351400","LUCKNOW AMAUSI, IN","2014-06-26","97",,"79"
"IN023351400","LUCKNOW AMAUSI, IN","2014-06-27","96",,"77"
"IN023351400","LUCKNOW AMAUSI, IN","2014-06-28","96",,"81"
"IN023351400","LUCKNOW AMAUSI, IN","2014-06-29","96",,"81"
"IN023351400","LUCKNOW AMAUSI, IN","2014-06-30","96","106","79"
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-01","87","102","72"
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-02","92",,
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-03","94",,"78"
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-04","90","104",
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-05","88","98","77"
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-06","78","93","73"
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-07","82","100","72"
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-08","90",,"74"
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-09","92",,"79"
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-10","90","103","80"
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-11","91","99","80"
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-12","89","99","80"
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-13","85","96","78"
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-14","90",,"77"
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-15","88","97","80"
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-16","87","96","78"
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-17","87","94","78"
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-18","80","94","73"
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-19","85",,"72"
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-20","83",,"74"
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-21","86",,"76"
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-22","87","94","72"
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-23","85",,"76"
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-24","83","90","73"
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-25","86",,"73"
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-26","84","91","76"
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-27","85",,"76"
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-28","85","95","78"
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-29","87","92","73"
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-30","89",,"78"
"IN023351400","LUCKNOW AMAUSI, IN","2014-07-31","87",,"78"
"IN023351400","LUCKNOW AMAUSI, IN","2014-08-01","89",,"77"
"IN023351400","LUCKNOW AMAUSI, IN","2014-08-02","88",,"78"
"IN023351400","LUCKNOW AMAUSI, IN","2014-08-03","85","96","77"
"IN023351400","LUCKNOW AMAUSI, IN","2014-08-04","84",,"73"
"IN023351400","LUCKNOW AMAUSI, IN","2014-08-05","87",,"74"
"IN023351400","LUCKNOW AMAUSI, IN","2014-08-06","83","93","73"
"IN023351400","LUCKNOW AMAUSI, IN","2014-08-07","85",,"74"
